District code,State name,District name,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_Spring_Households,Main_source_of_drinking_water_River_Canal_Households,Main_source_of_drinking_water_Other_sources_Households,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Location_of_drinking_water_source_Away_Households,State,District,Latitude,Longitude,sex ratio,literacy_rate,male_literacy_rate,female_literacy_rate
88,HARYANA,Faridabad,1809733,966110,843623,1272739,734940,537799,223799,1230504,27705,29288,32286,489950,1588407,161680,9743,34572,640,4883,249,9559,258422,333171,43437,82673,87700,382981,470681,137902,220384,198551,282666,178846,259933,27864,1306146,346567,1652713,1095602,481318,231029,1784,114361,117,187,20596,26539,65216,253688,5639,211123,46224,34162,Haryana,Faridabad,28.14873109756098,77.32718536585368,87.0,70.0,76.0,64.0
93,NCT OF DELHI,East,1709346,907500,801846,1352998,748382,604616,281422,1129654,1156,3094,19541,555901,1410852,178807,15792,53027,2643,46927,366,932,327253,352758,80037,127465,1086,461132,462218,86484,219061,260094,267825,235187,246988,18644,1334283,169693,1503976,948963,497157,262124,1102,17468,42,7,1665,2811,28364,321816,1097,333999,12321,4205,Sikkim,East,27.29600352941175,88.74908392156858,88.0,79.0,82.0,75.0
99,RAJASTHAN,Ganganagar,1969168,1043340,925828,1193343,710908,482435,720412,1056496,268297,230438,13790,400147,1437144,50688,2077,474853,938,1988,164,1316,88543,283142,6295,24901,397697,164897,562594,237042,314107,238397,163098,105734,104071,19396,1181845,710223,1892068,1167889,502211,283484,15584,29267,56,28054,14937,59879,101909,236712,16832,274355,4556,35256,Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,89.0,61.0,68.0,52.0
100,RAJASTHAN,Hanumangarh,1774692,931184,843508,1034136,624281,409855,494189,939432,370452,166833,13839,284136,1433067,118673,1542,216997,241,1935,138,2099,55515,243163,3360,16217,389059,108694,497753,239601,273441,219194,153628,104087,84185,14416,1088552,723454,1812006,1058044,453114,242361,21173,27588,57,13223,15085,50036,100071,192913,21671,246593,9019,35887,Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,91.0,58.0,67.0,49.0
101,RAJASTHAN,Bikaner,2363937,1240801,1123136,1278801,782399,496402,493646,1377729,499223,103833,26244,356908,2073356,235741,1901,20072,285,30850,79,1653,108812,220793,7607,29531,335754,196179,531933,410155,333211,254335,143669,80296,101714,18577,1341957,1015331,2357288,1543867,517271,288165,14634,42877,133,32076,32053,95243,99339,194668,30981,224200,37355,81963,Rajasthan,Bikaner,28.12489068322981,73.26943322981371,91.0,54.0,63.0,44.0
102,RAJASTHAN,Churu,2039547,1051446,988101,1149269,696729,452540,451721,1136718,572644,87983,16594,225608,1777879,249736,958,402,188,7104,127,3153,74197,231696,2577,15259,344897,148996,493893,336671,302022,237220,161520,100677,77282,13320,1228712,910226,2138938,1293193,458725,272176,15453,25206,74,278,19862,34650,131525,153018,14436,268551,22958,62808,Rajasthan,Churu,28.29330375536484,74.65846427038629,94.0,56.0,66.0,46.0
103,RAJASTHAN,Jhunjhunun,2137045,1095896,1041149,1370360,815834,554526,360709,1242396,521692,68878,13472,290607,1905682,228178,1004,275,56,548,85,1217,131987,297559,4828,24178,500452,150357,650809,296093,305626,301866,256621,192240,158936,25286,1536668,712584,2249252,1298780,494124,330126,14015,104352,149,110,13359,23575,142622,191632,9957,231401,87590,49410,Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,95.0,64.0,74.0,53.0
104,RAJASTHAN,Alwar,3674179,1939026,1735153,2182476,1359829,822647,653036,1965637,898891,216772,34562,558317,3039279,547335,2696,64532,4384,13221,348,2384,123478,485723,9750,45770,782294,212967,995261,492781,492981,468628,324050,230415,222622,31390,2262867,1384905,3647772,2346721,836000,490137,1321,376001,138,169,11388,19551,259700,216309,7856,189088,196407,152904,Rajasthan,Alwar,27.55271738035265,76.65359630562563,89.0,59.0,70.0,47.0
105,RAJASTHAN,Bharatpur,2548462,1355726,1192736,1480869,943910,536959,557305,1477308,500994,238894,25068,306198,2143046,371286,1576,23456,899,5758,18,2423,61113,288723,4179,26106,479437,129697,609134,363676,330336,314953,211938,147520,132571,23311,1524305,1104824,2629129,1659515,546362,329127,13458,202167,91,92,12108,15152,146614,103790,2861,101103,47246,173203,Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,88.0,58.0,70.0,45.0
106,RAJASTHAN,Dhaulpur,1206516,653647,552869,683098,435721,247377,245695,683304,229936,74342,12721,206213,1127520,72258,688,1356,92,2739,21,1842,24561,96086,1330,9504,214670,58626,273296,207566,172914,132964,77360,45590,37856,8194,682444,552106,1234550,815651,248416,141365,1084,137091,91,197,890,2614,108776,42599,1436,35615,7093,50809,Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,85.0,57.0,67.0,45.0
107,RAJASTHAN,Karauli,1458248,783639,674609,805849,531904,273945,354465,829522,335302,115367,9521,168536,1370977,81553,602,297,70,3424,413,912,28296,132079,1059,13045,305047,59308,364355,220644,193938,170399,104208,69443,67639,14402,840673,668926,1509599,947173,310688,192042,8345,146833,111,108,4322,12015,113262,50675,7474,54328,55000,98722,Rajasthan,Karauli,26.51901555555556,76.96081818181815,86.0,55.0,68.0,41.0
108,RAJASTHAN,Sawai Madhopur,1335551,704031,631520,741748,486184,255564,278789,757483,313358,88804,12070,163836,1165505,155681,945,812,177,9991,42,2398,40116,140947,1887,14310,282057,71264,353321,205450,172925,151108,87349,57625,70870,14384,759711,586492,1346203,841697,309237,183234,1383,147768,115,229,2710,5515,111924,56544,2461,54946,35191,85519,Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,90.0,56.0,69.0,40.0
109,RAJASTHAN,Dausa,1634409,857787,776622,938051,596935,341116,354337,949914,390960,76277,17185,200073,1582335,45488,439,296,94,3737,115,1905,35600,195277,1719,14539,361084,59610,420694,229035,235474,208537,135234,92559,90833,13764,1005436,681980,1687416,1047136,358718,210117,18438,199528,17,69,4314,10195,151190,60038,5795,54241,91306,79601,Rajasthan,Dausa,26.91234817629181,76.57342097264443,91.0,57.0,70.0,44.0
110,RAJASTHAN,Jaipur,6626178,3468507,3157671,4300965,2554793,1746172,1003302,4161285,744374,131523,91011,1497985,5819980,687452,12708,18782,1020,81079,257,4900,570997,990085,76565,182350,754841,977838,1732679,819004,875940,823570,659389,455527,703673,96562,4433665,2046038,6479703,4091148,1646480,884057,4493,369476,506,1608,31144,76809,347145,636260,43551,661375,199415,162499,Rajasthan,Jaipur,27.033459290187885,75.77117286012533,91.0,65.0,74.0,55.0
111,RAJASTHAN,Sikar,2677333,1374990,1302343,1652117,995275,656842,418806,1670829,501311,87889,22776,394528,2342076,327583,1122,356,177,4050,15,1954,131342,339457,5647,28382,527560,178274,705834,369959,438872,367412,282595,200430,181282,19321,1859871,967497,2827368,1672813,605002,381226,18292,148166,81,146,14030,24043,170669,212651,9786,248633,101296,62393,Rajasthan,Sikar,27.64644058641976,75.29317422839503,95.0,62.0,72.0,50.0
112,RAJASTHAN,Nagaur,3307743,1696325,1611418,1758624,1102750,655874,699911,1881861,734614,263401,29647,398220,2833443,454487,1912,366,163,12940,276,4156,97267,347344,4449,35328,675712,166489,842201,513871,486057,388822,242053,147701,117444,14853,1910801,1533137,3443938,2088323,754143,463469,1808,65609,644,346,61679,221537,259545,166213,158868,237329,44579,158183,Rajasthan,Nagaur,27.07862016048146,74.14215667001012,95.0,53.0,65.0,41.0
113,RAJASTHAN,Jodhpur,3687165,1923928,1763237,2031532,1265753,765779,608024,2197424,592370,242017,42412,612942,3224399,411558,6035,4123,514,36697,80,3759,197135,408808,19335,54808,584215,307442,891657,497762,512035,405132,259304,154789,177199,30720,2036941,1591957,3628898,2359786,836322,489280,1777,108366,264,1945,69929,193611,230034,245426,121473,305339,85467,151118,Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,92.0,55.0,66.0,43.0
114,RAJASTHAN,Jaisalmer,669919,361708,308211,308653,210415,98238,99134,381016,132466,43872,6835,105730,497045,168129,874,1723,98,1521,34,495,12431,43141,754,7416,159117,30830,189947,109484,71132,41264,20142,12759,10604,1720,267105,397649,664754,448969,140294,79977,679,22039,455,5542,9827,55031,59269,15653,39207,27456,15114,38477,Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,85.0,46.0,58.0,32.0
115,RAJASTHAN,Barmer,2603751,1369022,1234729,1188322,783461,404861,436414,1401269,754260,132696,30565,284961,2244882,321192,1157,450,157,34010,34,1869,39580,126494,2766,37730,542825,55980,598805,406804,352636,219932,101291,52272,39533,7328,1179796,1501858,2681654,1731122,527629,326476,18524,66514,892,614,114728,220990,213099,56954,104756,95785,54551,177723,Rajasthan,Barmer,25.77070908045978,71.50297126436782,90.0,46.0,57.0,33.0
116,RAJASTHAN,Jalor,1828730,936634,892096,829582,543923,285659,357196,932086,493355,158013,21867,223409,1732852,78990,730,231,144,14640,82,1061,39745,161845,1585,12794,419216,48202,467418,270997,277152,181691,75304,32366,25210,7850,870570,1033534,1904104,1176496,390598,249379,12257,65366,103,2654,44978,82824,120431,116788,35089,136516,58639,92297,Rajasthan,Jalor,25.07578093797277,72.18647261724662,95.0,45.0,58.0,32.0
117,RAJASTHAN,Sirohi,1036346,534231,502115,476806,309900,166906,201863,616517,124080,97823,9443,188483,996562,30479,1284,572,114,6829,56,450,47182,134089,2146,10297,238535,69639,308174,117971,147381,110385,58213,30724,27076,5251,497001,577092,1074093,649290,244401,142251,404,80219,77,307,4072,8699,76134,75510,4243,81766,12864,50616,Rajasthan,Sirohi,24.7976905263158,72.75309131578943,94.0,46.0,58.0,33.0
118,RAJASTHAN,Pali,2037573,1025422,1012151,1085693,667381,418312,398096,1195246,243491,237280,26119,335437,1870543,143476,1345,1540,141,18974,52,1502,94821,326793,4043,19270,512909,139808,652717,293818,359329,271312,144581,71472,67021,9403,1216936,983050,2199986,1207983,467436,343384,18770,96554,149,465,18509,73144,172802,150135,54021,197827,17013,106055,Rajasthan,Pali,25.80490393541874,73.55285640766907,99.0,53.0,65.0,41.0
119,RAJASTHAN,Ajmer,2583052,1324085,1258967,1526673,926268,600405,478027,1529330,298856,145523,35602,573741,2201663,314159,10605,6799,417,45614,184,3611,171799,393498,13499,41732,409335,274919,684254,379043,394576,313680,200191,130608,172683,28138,1618919,1034334,2653253,1561077,629951,388040,3984,149028,126,324,14662,29029,150655,194127,13917,247504,12999,139149,Rajasthan,Ajmer,26.199300378787903,74.6990419191919,95.0,59.0,70.0,48.0
120,RAJASTHAN,Tonk,1421326,728136,693190,749659,478329,271330,287903,772165,326083,113426,16004,193648,1243527,153146,754,378,122,22458,30,911,32359,158264,1908,12482,298911,81755,380666,237191,190750,154825,91853,64431,67155,9919,816124,661902,1478026,880194,334006,205593,1533,169669,43,353,1188,5207,123244,54174,3623,58786,10771,90422,Rajasthan,Tonk,26.153935071707927,75.79192216427637,95.0,53.0,66.0,39.0
121,RAJASTHAN,Bundi,1110906,577160,533746,585044,371705,213339,210788,584815,250453,111388,11172,153078,1017688,66609,682,11059,144,13455,24,1245,33406,136969,1392,7705,239836,63452,303288,153500,159218,121104,63248,41227,41052,6460,585809,553622,1139431,686771,267648,155958,529,152557,19,436,3012,5297,107798,60819,1830,51021,34631,51454,Rajasthan,Bundi,25.48580716049379,75.79984074074079,92.0,53.0,64.0,40.0
122,RAJASTHAN,Bhilwara,2408523,1220736,1187787,1256126,777582,478544,407947,1260358,555168,163052,30149,399796,2224839,142427,1978,1468,183,35149,60,2419,93768,373644,6207,24014,530015,145865,675880,398993,338296,258990,141250,92785,106667,10928,1347909,1180456,2528365,1439454,589476,365023,14570,218844,104,356,7027,15906,202416,134845,8419,183367,37066,156336,Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,97.0,52.0,64.0,40.0
123,RAJASTHAN,Rajsamand,1156597,581339,575258,619139,383334,235805,148168,605766,207582,106587,13505,223157,1105676,33677,759,260,100,14966,68,1091,36073,193276,1989,9222,304622,61054,365676,190090,190388,140839,72969,41063,34286,4732,674367,544517,1218884,687165,275099,193668,665,105782,112,116,2042,6014,104150,70203,3744,86777,8412,71135,Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,99.0,54.0,66.0,41.0
124,RAJASTHAN,Dungarpur,1388552,696532,692020,681591,415820,265771,52267,747037,227849,184330,12514,216822,1340065,28662,830,240,226,16141,853,1535,26351,141275,1477,11742,322816,31547,354363,238847,175059,114245,60656,42887,39312,4834,675840,764563,1440403,868458,317700,191917,10477,185132,303,2333,942,4328,109767,52248,750,44442,21374,121541,Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,99.0,49.0,60.0,38.0
125,RAJASTHAN,Banswara,1797485,907754,889731,829343,513854,315489,80091,880911,546569,199370,19818,150817,1701234,48834,22250,427,138,22613,109,1880,34189,120603,2324,15062,390437,39407,429844,240067,190259,137780,75011,50438,47094,8145,748794,1040914,1789708,1153029,406214,216554,21688,260885,1523,4482,1279,8695,147013,56756,1411,38137,13454,162290,Rajasthan,Banswara,23.453642032967014,74.44246868131869,98.0,46.0,57.0,35.0
126,RAJASTHAN,Chittaurgarh,1544338,783171,761167,821825,514851,306974,250224,741583,453201,123469,15435,210650,1413163,97855,1274,1515,252,25843,136,4300,59190,268172,4941,16560,366780,88873,455653,245603,225700,170455,90889,58129,67155,10768,868699,715545,1584244,880043,398303,258997,6995,170528,59,431,3815,6206,150191,96673,1901,136583,54549,79585,Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,97.0,53.0,66.0,40.0
127,RAJASTHAN,Kota,1951014,1021161,929853,1298345,765396,532949,405408,1202203,140262,134992,25125,448432,1661307,243993,5665,11058,280,25742,286,2683,165563,339899,12843,36297,203454,311735,515189,286676,294591,250092,172538,118710,167778,27485,1317870,588142,1906012,1177474,495896,275396,2248,144578,104,524,2528,4043,113176,220850,887,225351,32662,45799,Rajasthan,Kota,25.175718080000014,76.18618928000001,91.0,67.0,75.0,57.0
128,RAJASTHAN,Baran,1222755,633945,588810,693307,432607,260700,221184,670172,216538,185037,15258,135750,1133349,79984,1432,3066,84,2795,48,1997,32685,161310,1363,9491,249184,69804,318988,203489,194024,144190,76209,46847,49939,8057,722755,545842,1268597,762204,286344,173100,1107,158878,43,463,1968,3494,115070,60902,1020,57191,51719,64349,Rajasthan,Baran,24.98023243243244,76.86210651828291,93.0,57.0,68.0,44.0
129,RAJASTHAN,Jhalawar,1411129,725143,685986,739792,466815,272977,243582,725179,328714,209772,11199,136265,1299751,96164,842,819,46,12488,42,977,38909,220428,1750,9403,298624,63763,362387,226614,203488,143108,73388,46267,47985,6972,747822,696680,1444502,850546,346110,213674,799,131409,131,350,1347,4283,143197,49703,2455,75401,19447,89308,Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,95.0,52.0,64.0,40.0
130,RAJASTHAN,Udaipur,3068420,1566801,1501619,1582629,973444,609185,188525,1702637,539106,302968,33535,490174,2869976,104307,7406,4278,209,78647,373,3224,128320,357846,14211,48517,665449,182769,848218,442946,386075,277392,164290,102085,142672,20010,1535470,1528671,3064141,1876436,739287,451034,1663,303445,1731,5782,4926,16392,231063,161112,3953,150942,45044,225746,Rajasthan,Udaipur,24.44076752136749,73.84029839743584,96.0,52.0,62.0,41.0
131,RAJASTHAN,Pratapgarh,867848,437744,430104,401515,250122,151393,60429,386554,306419,96815,5516,72544,827293,25597,358,72,32,14077,27,392,17984,71612,716,5961,209813,24269,234082,142397,111276,70969,35206,21854,19109,2137,402948,488621,891569,545987,204801,115608,1452,104251,712,1456,664,3756,95295,21922,924,23928,13099,60829,Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,98.0,46.0,57.0,35.0
132,UTTAR PRADESH,Saharanpur,3466382,1834106,1632276,2077108,1220114,856994,764450,2429038,221567,273050,34032,508695,1966892,1454052,6523,18627,1937,10208,135,8008,149035,404499,9699,38816,605082,284156,889238,474060,600668,431491,256510,163463,154153,10083,2090428,1279517,3369945,2228689,769736,433862,34095,388400,32,726,6262,8812,131048,408736,1792,190539,9937,49192,Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,89.0,60.0,67.0,53.0
133,UTTAR PRADESH,Muzaffarnagar,4143512,2193434,1950078,2417339,1448528,968811,561250,2851868,336049,323641,45952,586002,2382914,1711453,6495,18601,1516,16345,60,6128,147785,368153,10077,56149,673746,296104,969850,826387,780470,531913,281747,148770,98691,5608,2673586,1431537,4105123,2671757,911621,544283,15851,465696,134,202,8410,9516,150102,478281,770,203329,21322,53004,Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,89.0,58.0,66.0,50.0
134,UTTAR PRADESH,Bijnor,3682713,1921215,1761498,2135393,1241471,893922,787444,2594677,232158,311489,52549,491840,2032081,1585210,6184,50624,1736,2134,41,4703,128042,268353,7303,37341,683875,224648,908523,498971,827447,549594,255028,159528,148185,14658,2453411,1308683,3762094,2404576,786305,450186,41646,392856,86,219,5257,6513,141480,442905,951,226734,9808,44423,Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,92.0,58.0,65.0,51.0
135,UTTAR PRADESH,Moradabad,4772006,2503186,2268820,2263848,1357435,906413,731406,3354195,368638,338384,88733,622056,2488265,2248392,13157,7555,1260,2426,382,10569,179473,281758,11690,61846,692398,355518,1047916,635957,725118,492338,296210,186311,186489,23372,2545795,2097292,4643087,3168270,988486,525574,89676,509146,77,162,6848,7297,99762,650922,210,266687,10544,34055,Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,91.0,47.0,54.0,40.0
136,UTTAR PRADESH,Rampur,2335819,1223889,1111930,1043666,630408,413258,307936,1598558,214187,230238,54238,238598,1073890,1181337,9201,65316,384,1307,63,4321,62281,131112,3847,25960,396775,143217,539992,278477,374898,171242,85117,51703,43839,3169,1008445,1235413,2243858,1576123,491164,258913,9619,242661,64,159,2442,2885,40024,341262,220,145801,3358,12155,Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,91.0,45.0,52.0,37.0
137,UTTAR PRADESH,Jyotiba Phule Nagar,1840221,963449,876772,983110,600541,382569,318001,1241132,217672,131877,31600,217940,1075440,750368,5952,5295,189,517,21,2439,55064,89329,2825,18303,335888,115486,451374,251669,352835,230640,161282,164763,69522,3021,1233732,520215,1753947,1227283,391275,215849,5814,210241,19,55,4286,4580,45254,250627,220,97536,4824,16955,Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,91.0,53.0,62.0,44.0
138,UTTAR PRADESH,Meerut,3443689,1825743,1617946,2141488,1254520,886968,624149,2353150,196068,153995,63096,677380,2183255,1185643,10582,24912,1855,18544,236,18662,236071,425624,23717,69473,381520,422303,803823,412280,495861,469403,359944,254337,275076,36096,2302997,990312,3293309,2165117,780475,451827,46270,311371,62,75,6923,7440,77119,470187,380,248730,32332,21439,Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,89.0,62.0,69.0,55.0
